business_score,customer_score,Cuisine,Location,Parking_Available,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Weekend Reservations,Weekday Reservations,Location_Downtown,Location_Rural,Location_Suburban,Cuisine_American,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican,total_reservations,seat_utilization,weekend_reservation_share,weekday_weekend_ratio,marketing_efficiency,revenue_per_seat,marketing_per_seat,revenue_per_reservation,price_rating_ratio,reviews_per_follower,followers_per_marketing_dollar,review_depth,experience_score,chef_capacity_ratio,quality_price_index,Revenue,is_high_revenue_outlier
-0.8378275410393375,-0.3863028624549639,Japanese,Rural,1,4.0,38,73.98,2224.0,23406.0,13,185,161.92490574327928,1.3,7.0,13,4,0,1,0,0,0,0,0,1,0,17,0.4473684210526316,0.7222222222222222,0.2857142857142857,287.2956474820144,16814.355789473684,58.526315789473685,37585.0305882353,18.495,0.00790395625053405,10.524280575539569,29956.107562506666,0.5433333333333333,0.34210526315789475,0.5581688744705776,638945.52,0
-1.0294372524854176,0.1371457977366449,Mexican,Downtown,1,3.2,76,28.11,4416.0,42741.0,8,533,148.7597173739537,2.6,3.4,48,6,1,0,0,0,0,0,0,0,1,54,0.7105263157894737,0.8727272727272727,0.12244897959183673,111.00720788043479,6450.10302631579,58.10526315789474,9077.922777777778,8.784374999999999,0.012470461617650499,9.67866847826087,79288.92936031731,0.41333333333333333,0.10526315789473684,1.1175145262658603,490207.83,0
0.8274862621557068,0.5458879200793305,Italian,Rural,0,4.7,48,48.29,2796.0,37285.0,18,853,56.84918945954191,5.3,6.7,27,14,0,1,0,0,0,0,1,0,0,41,0.8541666666666666,0.6428571428571429,0.5,193.62253934191702,11278.512916666667,58.25,13204.112682926829,10.274468085106383,0.022877832908676413,13.335121602288984,48492.35860898925,0.7133333333333334,0.375,1.1226616966935874,541368.62,0
-1.1782204548533648,-1.1768355865320788,Italian,Rural,1,4.4,34,51.55,1167.0,15214.0,13,82,205.43326529316235,4.6,2.8,9,17,0,1,0,0,0,0,1,0,0,26,0.7647058823529411,0.3333333333333333,1.7,346.66392459297344,11898.729411764705,34.3235294117647,15559.876923076923,11.71590909090909,0.0053897725778887864,13.036846615252784,16845.527754039314,0.54,0.38235294117647056,0.7961202715809895,404556.8,0
-0.19001640902146757,0.5566598680200991,Japanese,Downtown,0,4.9,88,75.98,3639.0,40171.0,9,78,241.68158411313135,8.6,2.1,37,26,1,0,0,0,0,0,0,1,0,63,0.7159090909090909,0.578125,0.6842105263157895,375.16708521571854,15514.011626136362,41.35227272727273,21670.365446031745,15.50612244897959,0.0019416992357670956,11.039021709260785,18851.163560824247,0.6833333333333335,0.10227272727272728,0.6835132052294464,1365233.0230999999,1
-0.25050083600081824,1.4737112167363675,Indian,Downtown,1,4.4,79,35.69,6787.0,75378.0,5,400,247.5444607760481,2.0,8.5,27,22,1,0,0,0,0,1,0,0,0,49,0.620253164556962,0.54,0.7857142857142857,94.91983203182555,8154.694936708861,85.9113924050633,13147.365306122449,8.111363636363635,0.005306588129162355,11.10623250331516,99017.78431041924,0.6433333333333333,0.06329113924050633,1.36994489586252,644220.9,0
-0.8782539662169192,-0.13740240685197483,Mexican,Rural,0,4.9,49,35.3,2594.0,32587.0,11,106,206.159034961204,1.5,5.3,12,28,0,1,0,0,0,0,0,0,1,40,0.8163265306122449,0.2926829268292683,2.1538461538461537,154.33641094834235,8170.380612244899,52.93877551020408,10008.716250000001,7.20408163265306,0.003252830883481143,12.562451811873554,21852.85770588762,0.5533333333333333,0.22448979591836735,1.1913125590179416,400348.65,0
-0.11136620124364757,0.1336586728219744,Japanese,Suburban,0,4.1,61,73.65,3213.0,33429.0,14,377,135.319312410584,1.8,4.6,56,23,0,0,1,0,0,0,0,1,0,79,1.2950819672131149,0.7,0.40350877192982454,315.6407251789605,16625.46967213115,52.67213114754098,12837.387974683545,17.963414634146343,0.011277633192736846,10.404295051353875,51015.38077879017,0.4866666666666666,0.22950819672131148,0.5021950667571847,1014153.65,0
2.2619067475294714,-0.38710798180623157,Japanese,Rural,1,4.2,37,73.75,3437.0,37102.0,18,494,55.65241712047435,7.1,9.4,27,24,0,1,0,0,0,0,0,1,0,51,1.3783783783783783,0.5192307692307693,0.8571428571428571,184.93049170788478,17178.543243243243,92.89189189189189,12462.864705882352,17.55952380952381,0.013314646110721794,10.794879255164387,27492.294057514326,0.8300000000000001,0.4864864864864865,0.8553220338983051,635606.1,0
1.2031827851235806,1.6172922243678771,French,Rural,0,5.0,32,59.8,2569.0,28419.0,18,907,273.9448868142822,6.4,7.4,12,19,0,1,0,0,1,0,0,0,0,31,0.96875,0.375,1.4615384615384615,176.3023160762943,14153.7703125,80.28125,14610.343548387098,11.959999999999999,0.03191526795453746,11.062281043207474,248468.01234055395,0.7933333333333333,0.5625,1.0082497212931996,452920.65,0
